"bairro","cidade","bairro-2","cidade-2","distancia","distancia_km"
"CIVIT II"," SERRA","BOA VISTA"," VILA VELHA",23764,"23,8 km"
"CIVIT II"," SERRA","SANTA MONICA"," VILA VELHA",26086,"26,1 km"
"CIVIT II"," SERRA","ILHA DOS BENTOS"," VILA VELHA",26737,"26,7 km"
"CIVIT II"," SERRA","NOVA ALMEIDA"," SERRA",21217,"21,2 km"
"CIVIT II"," SERRA","BOULEVARD LAGOA"," SERRA",5849,"5,8 km"
"CIVIT II"," SERRA","PARQUE JACARAIPE"," SERRA",9826,"9,8 km"
"CIVIT II"," SERRA","CENTRAL DE CARAPINA"," SERRA",7388,"7,4 km"
"CIVIT II"," SERRA","JARDIM ATLANTICO"," SERRA",11728,"11,7 km"
"CIVIT II"," SERRA","LARANJEIRAS VELHAS"," SERRA",4648,"4,6 km"
"CIVIT II"," SERRA","CIDADE POMAR"," SERRA",9627,"9,6 km"
"CIVIT II"," SERRA","PRAIA CARAPEUS"," SERRA",11972,"12,0 km"
"CIVIT II"," SERRA","COLINA LARANJEIRA"," SERRA",3836,"3,8 km"
"CIVIT II"," SERRA","RESIDENCIAL JACARAI"," SERRA",11048,"11,0 km"
"CIVIT II"," SERRA","JARDIM CARAPINA"," SERRA",10864,"10,9 km"
"CIVIT II"," SERRA","CARAPINA GRANDE"," SERRA",8140,"8,1 km"
"CIVIT II"," SERRA","NOVO HORIZONTE"," SERRA",5303,"5,3 km"
"CIVIT II"," SERRA","PLANALTO SERRANO"," SERRA",12287,"12,3 km"
"CIVIT II"," SERRA","VALPARAISO"," SERRA",3187,"3,2 km"
"CIVIT II"," SERRA","ITAPEBUSSU"," GUARAPARI",78657,"78,7 km"
"CIVIT II"," SERRA","RECANTO DA SEREIA"," GUARAPARI",47413,"47,4 km"
"CIVIT II"," SERRA","SÃO JUDAS TADEU"," GUARAPARI",80000,"80,0 km"
"CIVIT II"," SERRA","MEAIPE"," GUARAPARI",92044,"92,0 km"
"CIVIT II"," SERRA","BELA VISTA"," COLATINA",122287,"122 km"
"CIVIT II"," SERRA","CENTRO"," COLATINA",122816,"123 km"
"CIVIT II"," SERRA","NOSSA SENHORA DA APARECIDA"," COLATINA",123024,"123 km"
"CIVIT II"," SERRA","CENTRO"," MARECHAL FLORIANO",74781,"74,8 km"
"CIVIT II"," SERRA","TREVO SANTA MARIA"," MARECHAL FLORIANO",85061,"85,1 km"
"CIVIT II"," SERRA","PEDRA AZUL"," DOMINGOS MARTINS",116909,"117 km"
"CIVIT II"," SERRA","ESPLANADA"," VENDA NOVA",131053,"131 km"
"ITAPEBUSSU"," GUARAPARI","BR-262, 5200 - Rio Branco"," CARIACICA",46582,"46,6 km"
"ITAPEBUSSU"," GUARAPARI","JARDIM CAMBURI"," VITORIA",63395,"63,4 km"
"ITAPEBUSSU"," GUARAPARI","JARDIM DA PENHA"," VITORIA",59643,"59,6 km"
"ITAPEBUSSU"," GUARAPARI","ENSEADA DO SUÁ"," VITORIA",58797,"58,8 km"
"ITAPEBUSSU"," GUARAPARI","FORTE SÃO JOÃO"," VITORIA",55664,"55,7 km"
"ITAPEBUSSU"," GUARAPARI","SÃO CRISTOVÃO"," VITORIA",59894,"59,9 km"
"ITAPEBUSSU"," GUARAPARI","SANTA MARTHA"," VITORIA",59950,"60,0 km"
"ITAPEBUSSU"," GUARAPARI","JARDIM CAMBURI"," VITORIA",63395,"63,4 km"
"ITAPEBUSSU"," GUARAPARI","PRAIA DO CANTO"," VITORIA",57619,"57,6 km"
"ITAPEBUSSU"," GUARAPARI","CENTRO"," VITORIA",57654,"57,7 km"
"ITAPEBUSSU"," GUARAPARI","ITARARE"," VITORIA",58689,"58,7 km"
"ITAPEBUSSU"," GUARAPARI","JABOUR"," VITORIA",62448,"62,4 km"
"ITAPEBUSSU"," GUARAPARI","GRANDE VITÓRIA"," VITORIA",58538,"58,5 km"
"ITAPEBUSSU"," GUARAPARI","ALTO LAGE"," CARIACICA",49519,"49,5 km"
"ITAPEBUSSU"," GUARAPARI","OPERARIOS"," CARIACICA",46252,"46,3 km"
"ITAPEBUSSU"," GUARAPARI","SANTA CECILIA"," CARIACICA",47216,"47,2 km"
"ITAPEBUSSU"," GUARAPARI","VILA CAPIXABA"," CARIACICA",46500,"46,5 km"
"ITAPEBUSSU"," GUARAPARI","VERA CRUZ"," CARIACICA",48839,"48,8 km"
"ITAPEBUSSU"," GUARAPARI","CAMPO VERDE"," CARIACICA",52559,"52,6 km"
"ITAPEBUSSU"," GUARAPARI","ITACIBA"," CARIACICA",51857,"51,9 km"
"ITAPEBUSSU"," GUARAPARI","TUCUM"," CARIACICA",50966,"51,0 km"
"ITAPEBUSSU"," GUARAPARI","ITANGUA"," CARIACICA",47805,"47,8 km"
"ITAPEBUSSU"," GUARAPARI","PORTO DE SANTANA"," CARIACICA",52471,"52,5 km"
"ITAPEBUSSU"," GUARAPARI","NOVA ROSA PENHA"," CARIACICA",55938,"55,9 km"
"ITAPEBUSSU"," GUARAPARI","ITAPEMIRIM"," CARIACICA",49673,"49,7 km"
"ITAPEBUSSU"," GUARAPARI","JARDIM CAMPO GRANDE"," CARIACICA",49713,"49,7 km"
"ITAPEBUSSU"," GUARAPARI","SÃO GERALDO"," CARIACICA",49238,"49,2 km"
"ITAPEBUSSU"," GUARAPARI","CAMPO GRANDE"," CARIACICA",48245,"48,2 km"
"ITAPEBUSSU"," GUARAPARI","CRUZEIRO DO SUL"," CARIACICA",47074,"47,1 km"
"ITAPEBUSSU"," GUARAPARI","JARDIM AMÉRICA"," CARIACICA",50686,"50,7 km"
"ITAPEBUSSU"," GUARAPARI","CARIACICA SEDE"," CARIACICA",56027,"56,0 km"
"ITAPEBUSSU"," GUARAPARI","BOA SORTE"," CARIACICA",51170,"51,2 km"
"ITAPEBUSSU"," GUARAPARI","SÃO FRANCISCO"," CARIACICA",45658,"45,7 km"
"ITAPEBUSSU"," GUARAPARI","VALE DOS REIS"," CARIACICA",47505,"47,5 km"
"ITAPEBUSSU"," GUARAPARI","SANTO ANDRÉ"," CARIACICA",47671,"47,7 km"
"ITAPEBUSSU"," GUARAPARI","FLEXAL II"," CARIACICA",52419,"52,4 km"
"ITAPEBUSSU"," GUARAPARI","SÃO FRANCISCO"," CARIACICA",45658,"45,7 km"
"ITAPEBUSSU"," GUARAPARI","SANTA BARBARA"," CARIACICA",47370,"47,4 km"
"ITAPEBUSSU"," GUARAPARI","N R DA PENHA"," CARIACICA",48425,"48,4 km"
"ITAPEBUSSU"," GUARAPARI","SANTO ANDRÉ"," CARIACICA",47671,"47,7 km"
"ITAPEBUSSU"," GUARAPARI","PORTO DE CARIACICA"," CARIACICA",54599,"54,6 km"
"ITAPEBUSSU"," GUARAPARI","SÃO GERALDO"," CARIACICA",49238,"49,2 km"
"ITAPEBUSSU"," GUARAPARI","CASTELO BRANCO"," CARIACICA",51427,"51,4 km"
"ITAPEBUSSU"," GUARAPARI","PLANETA 2"," CARIACICA",52867,"52,9 km"
"ITAPEBUSSU"," GUARAPARI","VILA GRAUNA"," CARIACICA",51193,"51,2 km"
"ITAPEBUSSU"," GUARAPARI","ROSA DA PENHA"," CARIACICA",48525,"48,5 km"
"ITAPEBUSSU"," GUARAPARI","TIRADENTE"," CARIACICA",47892,"47,9 km"
"ITAPEBUSSU"," GUARAPARI","BOM BOSCO"," CARIACICA",47388,"47,4 km"
"ITAPEBUSSU"," GUARAPARI","VALE DA ESPERANÇA"," CARIACICA",50982,"51,0 km"
"ITAPEBUSSU"," GUARAPARI","ITAQUARI. BELA AURORA"," CARIACICA",51519,"51,5 km"
"ITAPEBUSSU"," GUARAPARI","CRUZEIRO DO SUL"," CARIACICA",47074,"47,1 km"
"ITAPEBUSSU"," GUARAPARI","NOVA ROSA DA PENHA"," CARIACICA",55938,"55,9 km"
"ITAPEBUSSU"," GUARAPARI","FLEXAL I"," CARIACICA",52599,"52,6 km"
"ITAPEBUSSU"," GUARAPARI","NOVA BRASÍLIA"," CARIACICA",47964,"48,0 km"
"ITAPEBUSSU"," GUARAPARI","JUCU"," VIANA",32981,"33,0 km"
"ITAPEBUSSU"," GUARAPARI","SANTA TEREZINHA"," VIANA",44747,"44,7 km"
"ITAPEBUSSU"," GUARAPARI","VILA BETÂNIA"," VIANA",44063,"44,1 km"
"ITAPEBUSSU"," GUARAPARI","PEDRA MULATA"," VIANA",41102,"41,1 km"
"ITAPEBUSSU"," GUARAPARI","ARLINDO VILASQUE"," VIANA",45000,"45,0 km"
"ITAPEBUSSU"," GUARAPARI","VILA NOVA"," VIANA",45355,"45,4 km"
"ITAPEBUSSU"," GUARAPARI","UNIVERSAL"," VIANA",48501,"48,5 km"
"ITAPEBUSSU"," GUARAPARI","CARIOCA"," VIANA",484803,"485 km"
"ITAPEBUSSU"," GUARAPARI","PRIMAVERA"," VIANA",46253,"46,3 km"
"ITAPEBUSSU"," GUARAPARI","MARCILIO DE NORONHA"," VIANA",45289,"45,3 km"
"ITAPEBUSSU"," GUARAPARI","BOM PASTOR"," VIANA",38590,"38,6 km"
"ITAPEBUSSU"," GUARAPARI","VILA BETHANIA"," VIANA",44063,"44,1 km"
"ITAPEBUSSU"," GUARAPARI","IPANEMA"," VIANA",48411,"48,4 km"
"ITAPEBUSSU"," GUARAPARI","PRAIA DAS GAIVOTAS"," VILA VELHA",47625,"47,6 km"
"ITAPEBUSSU"," GUARAPARI","CENTRO"," VILA VELHA",52581,"52,6 km"
"ITAPEBUSSU"," GUARAPARI","SANTOS DUMONT"," VILA VELHA",50829,"50,8 km"
"ITAPEBUSSU"," GUARAPARI","JARDIM MARILÂNDIA"," VILA VELHA",52848,"52,8 km"
"ITAPEBUSSU"," GUARAPARI","RIO MARINHO"," VILA VELHA",54432,"54,4 km"
"ITAPEBUSSU"," GUARAPARI","RIVIEIRA DA BARRA"," VILA VELHA",41681,"41,7 km"
"ITAPEBUSSU"," GUARAPARI","GLÓRIA"," VILA VELHA",54639,"54,6 km"
"ITAPEBUSSU"," GUARAPARI","VALE ENCANTADO"," VILA VELHA",52584,"52,6 km"
"ITAPEBUSSU"," GUARAPARI","PRAIA DA COSTA"," VILA VELHA",53526,"53,5 km"
"ITAPEBUSSU"," GUARAPARI","JARDIM ASTECA"," VILA VELHA",49218,"49,2 km"
"ITAPEBUSSU"," GUARAPARI","TERRA VERMELHA"," VILA VELHA",40841,"40,8 km"
"ITAPEBUSSU"," GUARAPARI","PRAIA DE ITAPARICA"," VILA VELHA",48559,"48,6 km"
"ITAPEBUSSU"," GUARAPARI","ALECRIM"," VILA VELHA",52798,"52,8 km"
"ITAPEBUSSU"," GUARAPARI","DIVINO ESPIRITO SANTO"," VILA VELHA",51150,"51,2 km"
"ITAPEBUSSU"," GUARAPARI","BOA VISTA"," VILA VELHA",52659,"52,7 km"
"ITAPEBUSSU"," GUARAPARI","SANTA MONICA"," VILA VELHA",48642,"48,6 km"
"ITAPEBUSSU"," GUARAPARI","ILHA DOS BENTOS"," VILA VELHA",48379,"48,4 km"
"ITAPEBUSSU"," GUARAPARI","NOVA ALMEIDA"," SERRA",97583,"97,6 km"
"ITAPEBUSSU"," GUARAPARI","BOULEVARD LAGOA"," SERRA",83392,"83,4 km"
"ITAPEBUSSU"," GUARAPARI","PARQUE JACARAIPE"," SERRA",86192,"86,2 km"
"ITAPEBUSSU"," GUARAPARI","CENTRAL DE CARAPINA"," SERRA",73932,"73,9 km"
"ITAPEBUSSU"," GUARAPARI","JARDIM ATLANTICO"," SERRA",87780,"87,8 km"
"ITAPEBUSSU"," GUARAPARI","LARANJEIRAS VELHAS"," SERRA",76557,"76,6 km"
"ITAPEBUSSU"," GUARAPARI","CIDADE POMAR"," SERRA",81931,"81,9 km"
"ITAPEBUSSU"," GUARAPARI","PRAIA CARAPEUS"," SERRA",80921,"80,9 km"
"ITAPEBUSSU"," GUARAPARI","COLINA LARANJEIRA"," SERRA",77319,"77,3 km"
"ITAPEBUSSU"," GUARAPARI","RESIDENCIAL JACARAI"," SERRA",88762,"88,8 km"
"ITAPEBUSSU"," GUARAPARI","JARDIM CARAPINA"," SERRA",70388,"70,4 km"
"ITAPEBUSSU"," GUARAPARI","CARAPINA GRANDE"," SERRA",71155,"71,2 km"
"ITAPEBUSSU"," GUARAPARI","NOVO HORIZONTE"," SERRA",75197,"75,2 km"
"ITAPEBUSSU"," GUARAPARI","PLANALTO SERRANO"," SERRA",83949,"83,9 km"
"ITAPEBUSSU"," GUARAPARI","VALPARAISO"," SERRA",76066,"76,1 km"
"ITAPEBUSSU"," GUARAPARI","CIVIT II"," SERRA",79988,"80,0 km"
"ITAPEBUSSU"," GUARAPARI","RECANTO DA SEREIA"," GUARAPARI",27544,"27,5 km"
"ITAPEBUSSU"," GUARAPARI","SÃO JUDAS TADEU"," GUARAPARI",3546,"3,5 km"
"ITAPEBUSSU"," GUARAPARI","MEAIPE"," GUARAPARI",11197,"11,2 km"
"ITAPEBUSSU"," GUARAPARI","BELA VISTA"," COLATINA",193949,"194 km"
"ITAPEBUSSU"," GUARAPARI","CENTRO"," COLATINA",194478,"194 km"
"ITAPEBUSSU"," GUARAPARI","NOSSA SENHORA DA APARECIDA"," COLATINA",194686,"195 km"
"ITAPEBUSSU"," GUARAPARI","CENTRO"," MARECHAL FLORIANO",69244,"69,2 km"
"ITAPEBUSSU"," GUARAPARI","TREVO SANTA MARIA"," MARECHAL FLORIANO",79524,"79,5 km"
"ITAPEBUSSU"," GUARAPARI","PEDRA AZUL"," DOMINGOS MARTINS",111372,"111 km"
"ITAPEBUSSU"," GUARAPARI","ESPLANADA"," VENDA NOVA",125516,"126 km"
"RECANTO DA SEREIA"," GUARAPARI","BR-262, 5200 - Rio Branco"," CARIACICA",34556,"34,6 km"
"RECANTO DA SEREIA"," GUARAPARI","JARDIM CAMBURI"," VITORIA",37157,"37,2 km"
"RECANTO DA SEREIA"," GUARAPARI","JARDIM DA PENHA"," VITORIA",33405,"33,4 km"
"RECANTO DA SEREIA"," GUARAPARI","ENSEADA DO SUÁ"," VITORIA",32357,"32,4 km"
"RECANTO DA SEREIA"," GUARAPARI","FORTE SÃO JOÃO"," VITORIA",32978,"33,0 km"
"RECANTO DA SEREIA"," GUARAPARI","SÃO CRISTOVÃO"," VITORIA",33810,"33,8 km"
"RECANTO DA SEREIA"," GUARAPARI","SANTA MARTHA"," VITORIA",33711,"33,7 km"
"RECANTO DA SEREIA"," GUARAPARI","JARDIM CAMBURI"," VITORIA",37157,"37,2 km"
"RECANTO DA SEREIA"," GUARAPARI","PRAIA DO CANTO"," VITORIA",31380,"31,4 km"
"RECANTO DA SEREIA"," GUARAPARI","CENTRO"," VITORIA",31415,"31,4 km"
"RECANTO DA SEREIA"," GUARAPARI","ITARARE"," VITORIA",32450,"32,4 km"
"RECANTO DA SEREIA"," GUARAPARI","JABOUR"," VITORIA",36210,"36,2 km"
"RECANTO DA SEREIA"," GUARAPARI","GRANDE VITÓRIA"," VITORIA",35852,"35,9 km"
"RECANTO DA SEREIA"," GUARAPARI","ALTO LAGE"," CARIACICA",32284,"32,3 km"
"RECANTO DA SEREIA"," GUARAPARI","OPERARIOS"," CARIACICA",39455,"39,5 km"
"RECANTO DA SEREIA"," GUARAPARI","SANTA CECILIA"," CARIACICA",34408,"34,4 km"
"RECANTO DA SEREIA"," GUARAPARI","VILA CAPIXABA"," CARIACICA",34578,"34,6 km"
"RECANTO DA SEREIA"," GUARAPARI","VERA CRUZ"," CARIACICA",30809,"30,8 km"
"RECANTO DA SEREIA"," GUARAPARI","CAMPO VERDE"," CARIACICA",37954,"38,0 km"
"RECANTO DA SEREIA"," GUARAPARI","ITACIBA"," CARIACICA",32796,"32,8 km"
"RECANTO DA SEREIA"," GUARAPARI","TUCUM"," CARIACICA",34743,"34,7 km"
"RECANTO DA SEREIA"," GUARAPARI","ITANGUA"," CARIACICA",33957,"34,0 km"
"RECANTO DA SEREIA"," GUARAPARI","PORTO DE SANTANA"," CARIACICA",32294,"32,3 km"
"RECANTO DA SEREIA"," GUARAPARI","NOVA ROSA PENHA"," CARIACICA",45537,"45,5 km"
"RECANTO DA SEREIA"," GUARAPARI","ITAPEMIRIM"," CARIACICA",31134,"31,1 km"
"RECANTO DA SEREIA"," GUARAPARI","JARDIM CAMPO GRANDE"," CARIACICA",33658,"33,7 km"
"RECANTO DA SEREIA"," GUARAPARI","SÃO GERALDO"," CARIACICA",31382,"31,4 km"
"RECANTO DA SEREIA"," GUARAPARI","CAMPO GRANDE"," CARIACICA",33252,"33,3 km"
"RECANTO DA SEREIA"," GUARAPARI","CRUZEIRO DO SUL"," CARIACICA",32960,"33,0 km"
"RECANTO DA SEREIA"," GUARAPARI","JARDIM AMÉRICA"," CARIACICA",29231,"29,2 km"
"RECANTO DA SEREIA"," GUARAPARI","CARIACICA SEDE"," CARIACICA",41903,"41,9 km"
"RECANTO DA SEREIA"," GUARAPARI","BOA SORTE"," CARIACICA",30012,"30,0 km"
"RECANTO DA SEREIA"," GUARAPARI","SÃO FRANCISCO"," CARIACICA",40810,"40,8 km"
"RECANTO DA SEREIA"," GUARAPARI","VALE DOS REIS"," CARIACICA",40708,"40,7 km"
"RECANTO DA SEREIA"," GUARAPARI","SANTO ANDRÉ"," CARIACICA",36982,"37,0 km"
"RECANTO DA SEREIA"," GUARAPARI","FLEXAL II"," CARIACICA",42018,"42,0 km"
"RECANTO DA SEREIA"," GUARAPARI","SÃO FRANCISCO"," CARIACICA",40810,"40,8 km"
"RECANTO DA SEREIA"," GUARAPARI","SANTA BARBARA"," CARIACICA",33286,"33,3 km"
"RECANTO DA SEREIA"," GUARAPARI","N R DA PENHA"," CARIACICA",31576,"31,6 km"
"RECANTO DA SEREIA"," GUARAPARI","SANTO ANDRÉ"," CARIACICA",36982,"37,0 km"
"RECANTO DA SEREIA"," GUARAPARI","PORTO DE CARIACICA"," CARIACICA",44198,"44,2 km"
"RECANTO DA SEREIA"," GUARAPARI","SÃO GERALDO"," CARIACICA",31382,"31,4 km"
"RECANTO DA SEREIA"," GUARAPARI","CASTELO BRANCO"," CARIACICA",30449,"30,4 km"
"RECANTO DA SEREIA"," GUARAPARI","PLANETA 2"," CARIACICA",38744,"38,7 km"
"RECANTO DA SEREIA"," GUARAPARI","VILA GRAUNA"," CARIACICA",35693,"35,7 km"
"RECANTO DA SEREIA"," GUARAPARI","ROSA DA PENHA"," CARIACICA",31377,"31,4 km"
"RECANTO DA SEREIA"," GUARAPARI","TIRADENTE"," CARIACICA",33296,"33,3 km"
"RECANTO DA SEREIA"," GUARAPARI","BOM BOSCO"," CARIACICA",33256,"33,3 km"
"RECANTO DA SEREIA"," GUARAPARI","VALE DA ESPERANÇA"," CARIACICA",29775,"29,8 km"
"RECANTO DA SEREIA"," GUARAPARI","ITAQUARI. BELA AURORA"," CARIACICA",28727,"28,7 km"
"RECANTO DA SEREIA"," GUARAPARI","CRUZEIRO DO SUL"," CARIACICA",32960,"33,0 km"
"RECANTO DA SEREIA"," GUARAPARI","NOVA ROSA DA PENHA"," CARIACICA",45537,"45,5 km"
"RECANTO DA SEREIA"," GUARAPARI","FLEXAL I"," CARIACICA",35571,"35,6 km"
"RECANTO DA SEREIA"," GUARAPARI","NOVA BRASÍLIA"," CARIACICA",34514,"34,5 km"
"RECANTO DA SEREIA"," GUARAPARI","JUCU"," VIANA",28133,"28,1 km"
"RECANTO DA SEREIA"," GUARAPARI","SANTA TEREZINHA"," VIANA",39900,"39,9 km"
"RECANTO DA SEREIA"," GUARAPARI","VILA BETÂNIA"," VIANA",39215,"39,2 km"
"RECANTO DA SEREIA"," GUARAPARI","PEDRA MULATA"," VIANA",14863,"14,9 km"
"RECANTO DA SEREIA"," GUARAPARI","ARLINDO VILASQUE"," VIANA",40152,"40,2 km"
"RECANTO DA SEREIA"," GUARAPARI","VILA NOVA"," VIANA",40508,"40,5 km"
"RECANTO DA SEREIA"," GUARAPARI","UNIVERSAL"," VIANA",41707,"41,7 km"
"RECANTO DA SEREIA"," GUARAPARI","CARIOCA"," VIANA",503704,"504 km"
"RECANTO DA SEREIA"," GUARAPARI","PRIMAVERA"," VIANA",39458,"39,5 km"
"RECANTO DA SEREIA"," GUARAPARI","MARCILIO DE NORONHA"," VIANA",38492,"38,5 km"
"RECANTO DA SEREIA"," GUARAPARI","BOM PASTOR"," VIANA",33742,"33,7 km"
"RECANTO DA SEREIA"," GUARAPARI","VILA BETHANIA"," VIANA",39215,"39,2 km"
"RECANTO DA SEREIA"," GUARAPARI","IPANEMA"," VIANA",41617,"41,6 km"
"RECANTO DA SEREIA"," GUARAPARI","PRAIA DAS GAIVOTAS"," VILA VELHA",21386,"21,4 km"
"RECANTO DA SEREIA"," GUARAPARI","CENTRO"," VILA VELHA",26342,"26,3 km"
"RECANTO DA SEREIA"," GUARAPARI","SANTOS DUMONT"," VILA VELHA",24590,"24,6 km"
"RECANTO DA SEREIA"," GUARAPARI","JARDIM MARILÂNDIA"," VILA VELHA",26609,"26,6 km"
"RECANTO DA SEREIA"," GUARAPARI","RIO MARINHO"," VILA VELHA",28193,"28,2 km"
"RECANTO DA SEREIA"," GUARAPARI","RIVIEIRA DA BARRA"," VILA VELHA",15442,"15,4 km"
"RECANTO DA SEREIA"," GUARAPARI","GLÓRIA"," VILA VELHA",28401,"28,4 km"
"RECANTO DA SEREIA"," GUARAPARI","VALE ENCANTADO"," VILA VELHA",26346,"26,3 km"
"RECANTO DA SEREIA"," GUARAPARI","PRAIA DA COSTA"," VILA VELHA",27288,"27,3 km"
"RECANTO DA SEREIA"," GUARAPARI","JARDIM ASTECA"," VILA VELHA",22979,"23,0 km"
"RECANTO DA SEREIA"," GUARAPARI","TERRA VERMELHA"," VILA VELHA",14603,"14,6 km"
"RECANTO DA SEREIA"," GUARAPARI","PRAIA DE ITAPARICA"," VILA VELHA",22320,"22,3 km"
"RECANTO DA SEREIA"," GUARAPARI","ALECRIM"," VILA VELHA",26559,"26,6 km"
"RECANTO DA SEREIA"," GUARAPARI","DIVINO ESPIRITO SANTO"," VILA VELHA",24911,"24,9 km"
"RECANTO DA SEREIA"," GUARAPARI","BOA VISTA"," VILA VELHA",26421,"26,4 km"
"RECANTO DA SEREIA"," GUARAPARI","SANTA MONICA"," VILA VELHA",22404,"22,4 km"
"RECANTO DA SEREIA"," GUARAPARI","ILHA DOS BENTOS"," VILA VELHA",22141,"22,1 km"
"RECANTO DA SEREIA"," GUARAPARI","NOVA ALMEIDA"," SERRA",66093,"66,1 km"
"RECANTO DA SEREIA"," GUARAPARI","BOULEVARD LAGOA"," SERRA",51902,"51,9 km"
"RECANTO DA SEREIA"," GUARAPARI","PARQUE JACARAIPE"," SERRA",54701,"54,7 km"
"RECANTO DA SEREIA"," GUARAPARI","CENTRAL DE CARAPINA"," SERRA",42441,"42,4 km"
"RECANTO DA SEREIA"," GUARAPARI","JARDIM ATLANTICO"," SERRA",56289,"56,3 km"
"RECANTO DA SEREIA"," GUARAPARI","LARANJEIRAS VELHAS"," SERRA",45067,"45,1 km"
"RECANTO DA SEREIA"," GUARAPARI","CIDADE POMAR"," SERRA",50440,"50,4 km"
"RECANTO DA SEREIA"," GUARAPARI","PRAIA CARAPEUS"," SERRA",49430,"49,4 km"
"RECANTO DA SEREIA"," GUARAPARI","COLINA LARANJEIRA"," SERRA",45829,"45,8 km"
"RECANTO DA SEREIA"," GUARAPARI","RESIDENCIAL JACARAI"," SERRA",57272,"57,3 km"
"RECANTO DA SEREIA"," GUARAPARI","JARDIM CARAPINA"," SERRA",41466,"41,5 km"
"RECANTO DA SEREIA"," GUARAPARI","CARAPINA GRANDE"," SERRA",40688,"40,7 km"
"RECANTO DA SEREIA"," GUARAPARI","NOVO HORIZONTE"," SERRA",43810,"43,8 km"
"RECANTO DA SEREIA"," GUARAPARI","PLANALTO SERRANO"," SERRA",52458,"52,5 km"
"RECANTO DA SEREIA"," GUARAPARI","VALPARAISO"," SERRA",44575,"44,6 km"
"RECANTO DA SEREIA"," GUARAPARI","CIVIT II"," SERRA",48497,"48,5 km"
"RECANTO DA SEREIA"," GUARAPARI","ITAPEBUSSU"," GUARAPARI",30173,"30,2 km"
"RECANTO DA SEREIA"," GUARAPARI","SÃO JUDAS TADEU"," GUARAPARI",31516,"31,5 km"
"RECANTO DA SEREIA"," GUARAPARI","MEAIPE"," GUARAPARI",43482,"43,5 km"
"RECANTO DA SEREIA"," GUARAPARI","BELA VISTA"," COLATINA",162458,"162 km"
"RECANTO DA SEREIA"," GUARAPARI","CENTRO"," COLATINA",162987,"163 km"
"RECANTO DA SEREIA"," GUARAPARI","NOSSA SENHORA DA APARECIDA"," COLATINA",163195,"163 km"
"RECANTO DA SEREIA"," GUARAPARI","CENTRO"," MARECHAL FLORIANO",64397,"64,4 km"
"RECANTO DA SEREIA"," GUARAPARI","TREVO SANTA MARIA"," MARECHAL FLORIANO",74676,"74,7 km"
"RECANTO DA SEREIA"," GUARAPARI","PEDRA AZUL"," DOMINGOS MARTINS",106525,"107 km"
"RECANTO DA SEREIA"," GUARAPARI","ESPLANADA"," VENDA NOVA",120668,"121 km"
"SÃO JUDAS TADEU"," GUARAPARI","BR-262, 5200 - Rio Branco"," CARIACICA",47534,"47,5 km"
"SÃO JUDAS TADEU"," GUARAPARI","JARDIM CAMBURI"," VITORIA",64348,"64,3 km"
"SÃO JUDAS TADEU"," GUARAPARI","JARDIM DA PENHA"," VITORIA",60595,"60,6 km"
"SÃO JUDAS TADEU"," GUARAPARI","ENSEADA DO SUÁ"," VITORIA",59749,"59,7 km"
"SÃO JUDAS TADEU"," GUARAPARI","FORTE SÃO JOÃO"," VITORIA",56616,"56,6 km"
"SÃO JUDAS TADEU"," GUARAPARI","SÃO CRISTOVÃO"," VITORIA",60847,"60,8 km"
"SÃO JUDAS TADEU"," GUARAPARI","SANTA MARTHA"," VITORIA",60902,"60,9 km"
"SÃO JUDAS TADEU"," GUARAPARI","JARDIM CAMBURI"," VITORIA",64348,"64,3 km"
"SÃO JUDAS TADEU"," GUARAPARI","PRAIA DO CANTO"," VITORIA",58571,"58,6 km"
"SÃO JUDAS TADEU"," GUARAPARI","CENTRO"," VITORIA",58606,"58,6 km"
"SÃO JUDAS TADEU"," GUARAPARI","ITARARE"," VITORIA",59641,"59,6 km"
"SÃO JUDAS TADEU"," GUARAPARI","JABOUR"," VITORIA",63400,"63,4 km"
"SÃO JUDAS TADEU"," GUARAPARI","GRANDE VITÓRIA"," VITORIA",59491,"59,5 km"
"SÃO JUDAS TADEU"," GUARAPARI","ALTO LAGE"," CARIACICA",50472,"50,5 km"
"SÃO JUDAS TADEU"," GUARAPARI","OPERARIOS"," CARIACICA",47205,"47,2 km"
"SÃO JUDAS TADEU"," GUARAPARI","SANTA CECILIA"," CARIACICA",48168,"48,2 km"
"SÃO JUDAS TADEU"," GUARAPARI","VILA CAPIXABA"," CARIACICA",47452,"47,5 km"
"SÃO JUDAS TADEU"," GUARAPARI","VERA CRUZ"," CARIACICA",49791,"49,8 km"
"SÃO JUDAS TADEU"," GUARAPARI","CAMPO VERDE"," CARIACICA",53511,"53,5 km"
"SÃO JUDAS TADEU"," GUARAPARI","ITACIBA"," CARIACICA",52809,"52,8 km"
"SÃO JUDAS TADEU"," GUARAPARI","TUCUM"," CARIACICA",51918,"51,9 km"
"SÃO JUDAS TADEU"," GUARAPARI","ITANGUA"," CARIACICA",48757,"48,8 km"
"SÃO JUDAS TADEU"," GUARAPARI","PORTO DE SANTANA"," CARIACICA",53423,"53,4 km"
"SÃO JUDAS TADEU"," GUARAPARI","NOVA ROSA PENHA"," CARIACICA",56890,"56,9 km"
"SÃO JUDAS TADEU"," GUARAPARI","ITAPEMIRIM"," CARIACICA",50625,"50,6 km"
